pt,title,lokasi,gaji,level,pendidikan,tipe_pekerjaan,description,link,post_date
"Sukses Jaya Logistik","Dispatcher Operasional Dump Truck","Jakarta Timur","Rp.6 – 7 Juta","Supervisor / Coordinator",Diploma/D1/D2/D3,"Sarjana / S1","Penempatan: CAKUNG – JAKARTA TIMUR
Berpengalaman dibidang expedisi/logistic/ trucking minimal 1 tahun

Tanggung Jawab Pekerjaan :

Menghadapi driver, dan menyelesaikan masalah yang terjadi lapangan
Melakukan monitoring truk, monitoring GPS, dan driver
Membuat laporan untuk customer maupun management

Keahlian :

Requied candidates who have quick thinking and able to work under pressure and fast paced environment
Mahir dan menguasai peta JAWA dan kota- kota hub penting di area jawa

Kualifikasi :

Laki-laki
Candidate must possess at least a SMU, Diploma, Bachelor’s Degree, Logistic/Transportation or equivalent.
At least 1 year(s) of working experience in the related field is required for this position, LULUSAN BARU DAPAT DIPERTIMBANGKAN
Applicants must be willing to work in cakung
Preferably Staff (non-management & non-supervisor)s specializing in Logistics/Supply Chain or equivalent.

Waktu Bekerja :
Senin – Sabtu
Tunjangan :

Uang Makan
Uang Transport
Bonus Ritase

Insentif :

Bonus kinerja",https://www.loker.id/transportation-logistics/manajemen-logistik/dispatcher-operasional-dump-truck-sukses-jaya-logistik-jakarta-timur.html,"Updated:  Januari 8, 2024"
